1472,13.00,4.89,1.47,0.00,2234.60,0.00,11.73,1227.86
1477,11.00,4.89,1.47,0.00,2231.67,0.00,0.00,1186.80
1481,11.00,4.40,1.96,0.00,2228.74,0.00,8.80,1178.01
1486,13.00,4.89,1.96,0.00,2228.74,11.73,0.00,1219.06
1490,13.00,5.38,1.47,0.00,2228.74,0.00,0.00,1192.67
1495,9.00,4.89,1.96,0.00,2231.67,20.53,0.00,1192.67
1499,11.00,3.42,1.47,0.00,2255.13,0.00,0.00,1186.80
1505,10.00,4.89,2.44,0.00,2231.67,0.00,0.00,1221.99
1509,10.00,5.38,1.96,0.00,2231.67,0.00,0.00,1233.72
1514,10.00,5.38,2.44,0.00,2228.74,8.80,0.00,1204.40
1518,11.00,3.42,0.98,0.00,2231.67,0.00,0.00,1178.01
1523,10.00,5.38,2.44,0.00,2231.67,0.00,0.00,1207.33
1527,10.00,4.89,0.98,0.00,2231.67,17.60,0.00,1213.20
1532,11.00,4.40,1.96,0.00,2228.74,0.00,14.66,1219.06
1537,13.00,2.93,1.47,0.00,2234.60,0.00,8.80,1189.74
1541,11.00,5.38,1.96,0.00,2205.28,0.00,0.00,1198.53
1547,10.00,4.40,1.96,0.00,2234.60,0.00,0.00,1201.47
1551,10.00,4.89,1.96,0.00,2234.60,0.00,0.00,1195.60
1556,11.00,5.87,1.96,0.00,2231.67,0.00,0.00,1204.40
1560,11.00,4.40,1.96,0.00,2255.13,14.66,0.00,1213.20
1565,13.00,5.38,1.47,0.00,2231.67,20.53,0.00,1198.53
1569,11.00,4.89,1.47,0.00,2225.81,20.53,0.00,1189.74
1574,10.00,4.89,1.96,0.00,2231.67,0.00,0.00,1189.74
1578,10.00,5.38,1.96,0.00,2231.67,0.00,0.00,1236.66
1583,11.00,4.89,1.47,0.00,2237.54,0.00,0.00,1186.80
1587,11.00,4.40,1.47,0.00,2240.47,0.00,0.00,1180.94
1593,11.00,4.89,1.96,0.00,2217.01,0.00,14.66,1175.07
1598,11.00,4.89,1.96,0.00,2217.01,14.66,0.00,1198.53
1602,11.00,4.40,1.96,0.00,2231.67,0.00,0.00,1183.87
1607,9.00,4.89,1.96,0.00,2225.81,0.00,0.00,1119.35
1611,10.00,5.38,1.96,0.00,2231.67,0.00,0.00,1198.53
1616,11.00,3.42,1.47,0.00,2258.06,0.00,11.73,1230.79
1620,13.00,4.40,1.96,0.00,2231.67,0.00,0.00,1195.60
1625,10.00,4.40,1.47,0.00,2231.67,0.00,2.93,1195.60
1629,10.00,6.35,1.96,0.00,2211.14,0.00,0.00,1207.33
1635,11.00,4.89,0.49,0.00,2234.60,0.00,0.00,1245.45
1639,11.00,4.89,1.96,0.00,2234.60,0.00,0.00,1201.47
1644,11.00,6.35,1.96,0.00,2234.60,0.00,0.00,1248.39
1648,11.00,4.89,1.47,0.00,2228.74,0.00,0.00,1195.60
1653,9.00,4.89,1.47,0.00,2222.87,0.00,0.00,1131.09
1657,11.00,4.89,2.44,0.00,2234.60,0.00,0.00,1198.53
1662,11.00,4.89,1.96,0.00,2234.60,14.66,0.00,1213.20
1666,10.00,4.40,1.96,0.00,2225.81,0.00,0.00,1201.47
1671,10.00,4.40,1.47,0.00,2255.13,20.53,0.00,1210.26
1676,11.00,4.89,0.98,0.00,2234.60,0.00,0.00,1254.25
1681,12.00,4.89,1.47,0.00,2228.74,0.00,0.00,1192.67
1685,8.00,4.89,1.96,0.00,2225.81,20.53,0.00,1189.74
1690,11.00,3.42,1.47,0.00,2234.60,0.00,0.00,1119.35
1694,9.00,4.89,1.96,0.00,2231.67,0.00,8.80,1189.74
1699,11.00,4.89,1.96,0.00,2234.60,0.00,0.00,1201.47
1703,11.00,4.40,1.96,0.00,2231.67,0.00,0.00,1192.67
1708,10.00,4.89,2.44,0.00,2222.87,0.00,0.00,1210.26
1712,12.00,4.89,1.96,0.00,2225.81,0.00,0.00,1210.26
1718,11.00,4.89,1.96,0.00,2231.67,0.00,0.00,1183.87
1722,10.00,5.38,1.96,0.00,2205.28,0.00,0.00,1195.60
1727,11.00,4.89,1.47,0.00,2234.60,0.00,11.73,1201.47
1731,11.00,4.89,1.96,0.00,2234.60,0.00,0.00,1239.59
1736,12.00,4.89,1.96,0.00,2234.60,0.00,0.00,1186.80
1740,10.00,5.38,1.96,0.00,2211.14,0.00,0.00,1260.12
1745,12.00,4.40,1.96,0.00,2234.60,0.00,14.66,1210.26
1749,12.00,5.38,1.47,0.00,2234.60,0.00,0.00,1198.53
1754,11.00,5.38,1.47,0.00,2237.54,0.00,0.00,1210.26
1758,11.00,4.89,2.44,0.00,2234.60,0.00,0.00,1207.33
1764,11.00,3.42,0.98,0.00,2237.54,0.00,0.00,1169.21
